id_kinopoisk,title,genres,actors,description,countries
1048327,Русские евреи. Фильм третий. После 1948 года,['Документальный'],"['Леонид Парфенов', 'Людмила Алексеева']","С убийства в 1948 году госбезопасностью главы Еврейского антифашистского комитета Соломона Михоэлса начинаются новые времена во взаимоотношениях советской власти и евреев. Ликвидация ЕАК, расстрел его активистов и кампания борьбы с «безродными космополитами» оформляют новый государственный антисемитизм. «Дело врачей»  новый кровавый навет. Смерть Сталина отменит расправу, но былая официальная русско-еврейская гармония при социализме уже не восстановится.",['Россия']
44790,Крупный выигрыш,['Комедия'],"['Фрунзик Мкртчян', 'Люся Оганесян', 'Леонард Саркисов', 'Генрих Алавердян', 'Нерсес Оганесян', 'Шаум Казарян', 'Гарегин Асланян', 'Карен Джанибекян', 'Мисаил Галоян', 'Артуш Гедакян']",Рабочий-крановщик выиграл в лотерею автомобиль. И сразу же жизнь его наполнилась всевозможными испытаниями,['СССР']
258635,Трям! Здравствуйте!,"['Мультфильм', 'Короткометражка']","['Клара Румянова', 'Георгий Бурков']","Зрители попадут в сказочную страну «Тилимилитрямдию», которую на их глазах сочинил добрый выдумщик Медвежонок для своих друзей Зайчика и Ёжика. В этой стране все ходят на головах, а здороваются так: Трям  здравствуйте.",['СССР']
221839,Пернатая заступница,"['Мультфильм', 'Короткометражка', 'Комедия', 'Семейный']",,,['США']
876004,Частные жизни,['Комедия'],"['Энтони Калф', 'Анна Чэнселлор', 'Сью Келвин', 'Анна-Луиза Плауман', 'Тоби Стивенс']","Элиот и Аманда  красивые, богатые, безрассудные и уже пять лет как разведенные. Однажды они сталкиваются в гостинице на Ривьере  им случайно достаются соседние номера. И Элиот, и Аманда приехали туда на медовый месяц со своими новыми супругами. Внезапная встреча в столь романтических обстоятельствах неожиданно пробуждает былые чувства  забыв о старых разногласиях и новых семейных обязательствах, пара вновь бросается в пучину любви и страсти, очертя голову.",['Великобритания']
44043,Свадьба,['Комедия'],"['Алексей Грибов', 'Фаина Раневская', 'Зоя Фёдорова', 'Эраст Гарин', 'Николай Коновалов', 'Михаил Яншин', 'Сергей Мартинсон', 'Вера Марецкая', 'Осип Абдулов', 'Николай Плотников']","По одноименному водевилю А. П. Чехова. Мещане Жигаловы, у которых на выданье дочь Даша, к ужасу своему узнают, что чиновник Апломбов, все лето ухаживавший за Дашей, ежедневно обедавший у них и зарекомендовавший себя женихом, жениться вовсе не собирается.",['СССР']
221834,Нелегко быть младенцем,"['Мультфильм', 'Короткометражка', 'Комедия', 'Семейный']","['Сара Бернер', 'Уильям Ханна', 'The King’s Men', 'Гарри Лэнг', 'Джек Мэтер']",,['США']
451983,Танцуй ради шанса,"['Мюзикл', 'Мелодрама']","['Шахид Капур', 'Дженелия Д’Суза', 'Мохниш Бехл', 'Сатиш Шах', 'Парикшит Сахни', 'Викас Бхалла', 'Prince Roddey', 'Куруш Дебу', 'Бизз Канварпал', 'Манну Риши']","Самоуверенный и энергичный Самир берётся за любую работу, чтобы удержаться на плаву. Но это всё ради его единственной мечты. Стать звездой! На этом пути у Самира много взлётов и падений, надежд и разочарований. Он борется с каждым препятствием на своём пути, потому что он знает, что путь к осуществлению своей самой большой мечты тернист и не лёгок",['Индия']
805967,iРуководители,"['Документальный', 'Биография']","['Стив Джобс', 'Стив Возняк', 'Рон Уэйн', 'Майк Марккула', 'Джон Скалли', 'Антон Куканов']","В конце 20 века компания Apple переживала нелегкие времена. Продажи падали, корпорация несла большие убытки, акционеры негодовали. Стив Джобс тогда уже не работал в собственной фирме. В 85 году его отстранил от работы Джон Скалли, который теперь спустя десятилетие находился также на грани увольнения.Стив вернулся в Apple в декабре 97 года, став впоследствии 6-ым гендиректором компании. До этого момента корпорацией руководили другие люди, достойные не меньшего внимания, чем сам Стив.",['Россия']
957536,Жива ватра,['Документальный'],,Лента о жизни пастухов украинских Карпат и судьбе традиционного ремесла на фоне современных изменений.,['Украина']
15089,Бум,"['Драма', 'Мелодрама', 'Комедия']","['Клод Брассёр', 'Брижит Фоссе', 'Софи Марсо', 'Дениз Грей', 'Жан-Мишель Дюпуа', 'Доминик Лаванан', 'Бернар Жиродо', 'Жак Ардуэн', 'Эвелин Беллего', 'Ришар Боринже', 'Рудольф Панков', 'Ольга Гаспарова', 'Мария Овчинникова', 'Марина Гаврилко', 'Ирина Савина']","Школьница Вик влюбилась в своего одноклассника. Танцы, вечеринки, первые поцелуи, встречи и расставания, ссоры и примирения А у родителей жизнь тоже полна приключений, и не только из-за дочери.",['Франция']
8827,Легенды осени,"['Драма', 'Мелодрама', 'Вестерн', 'Военный']","['Брэд Питт', 'Энтони Хопкинс', 'Айдан Куинн', 'Джулия Ормонд', 'Генри Томас', 'Карина Ломбард', 'Танту Кардинал', 'Гордон Тутусис', 'Пол Десмонд', 'Кристина Пиклз', 'Степан Старчиков', 'Андрей Мартынов', 'Андрей Гриневич', 'Ольга Голованова', 'Андрей Бархударов']","«Некоторые люди очень ясно слышат свой внутренний голос, и живут так, как он им подсказывает. Такие люди сходят с ума. Или становятся легендами». Так начинается история семьи Ладлоу  стремительный и романтический рассказ о трёх братьях, их отце и молодой и неотразимой женщине, которая роковым образом изменяет жизнь каждого из них.",['США']
352,Головокружение,"['Триллер', 'Мелодрама', 'Детектив']","['Джеймс Стюарт', 'Ким Новак', 'Барбара Бел Геддес', 'Том Хелмор', 'Генри Джонс', 'Рэймонд Бэйли', 'Эллен Корби', 'Константин Шэйн', 'Ли Патрик', 'Дэвид Адар', 'Василий Дахненко', 'Нина Тобилевич', 'Людмила Шувалова', 'Никита Прозоровский', 'Диомид Виноградов']","Скотти Фергюсон  отставной сыщик, которого не назовешь баловнем судьбы: одинокий, оставшийся за бортом своей профессии, да еще и страдающий патологическим страхом высоты. Бывший коллега Гейвин Элстер просит его последить за своей женой Мэделин, одержимой идеей самоубийства",['США']
470772,Никола Тесла: Властелин мира,['Документальный'],,"Раннее утро 30 июня 1908 года. На огромной территории Центральной Сибири многочисленные свидетели наблюдают фантастическое зрелище. В небе со свистом и шипением пролетело нечто огромное и светящееся. Затем последовала ослепительная, ярче солнца, вспышка и серия громовых ударов. Волна от чудовищного взрыва дважды обогнула земной шар. Что это было?На сегодняшний день существуют сотни гипотез: метеорит, шаровая молния, обломок кометы, взрыв газа Говорят о столкновении с черной дырой или антивеществом. И даже о крушении инопланетного корабля. Но есть еще одна версия, совсем невероятная: виновник Тунгусской катастрофы  совершенно конкретный земной человек. Ученый, которого одни называли сумасшедшим мистификатором, другие  величайшим изобретателем, гением всех времен и народов, а третьи  сверхчеловеком. Имя его  Никола Тесла.",['Россия']
61101,Ико – отважный жеребенок,"['Мультфильм', 'Фэнтези', 'Драма', 'Мелодрама', 'Детектив', 'Приключения', 'Семейный']","['Сюзанна Клейн', 'Мария Марчи', 'Пелуса Суэро', 'Энрике Конлазо', 'Оскар Силва', 'Inés Mariscal', 'Diana García Ferré', 'Nora Ferraro', 'Ирина Мазуркевич', 'Михаил Боярский', 'Александр Демьяненко', 'Анатолий Равикович', 'Гелий Сысоев']","Жеребенок-бродяга Ико страстно мечтает стать королевским конём. В попытках достигнуть этого он узнает, что каждую ночь загадочным образом из королевской конюшни исчезают лошади",['Аргентина']
7466,Бронкская история,"['Драма', 'Мелодрама', 'Криминал']","['Роберт Де Ниро', 'Чазз Пальминтери', 'Лилло Бранкато', 'Фрэнсис Капра', 'Тэрал Хикс', 'Кэтрин Нардуччи', 'Клем Касерта', 'Альфред Саукелли мл.', 'Фрэнк Пьетранголаре', 'Джо Пеши']","Король бронкской мафии Сонни убил человека. Просто так. Из-за места на парковке. Среди бела дня вытащил пистолет и несколько раз выстрелил. Полиция узнала, что свидетелем преступления был 9-летний Калоджеро, и допросила мальчика. Но Калоджеро не выдал Сонни. Так началась их дружба. И когда Калоджеро вырос, он не просто стал свидетелем других кровавых деяний своего босса, но и сам оказался на краю пропасти.",['США']
584177,BBC: Тайная жизнь хаоса,['Документальный'],['Джим Аль-Халили'],"Теория хаоса вызывает в воображении картины непредсказуемой погоды, экономических крахов и бессилия науки. Но у хаоса есть захватывающая и скрытая сторона, та, которую ученые только сейчас начинают понимать. Оказывается, что теория хаоса отвечает на вопрос, на который человечество искало ответ в течение многих тысячелетий  как мы оказались здесь? В этом документальном фильме Профессор Джим Аль-Хэлили намеревается раскрыть одну из величайших тайн науки  что движет вселенную, которая начинается как пыль и в итоге заканчивается как разумная жизнь? Как действительно создается порядок из беспорядка?",['Великобритания']
94807,Потерять себя,['Комедия'],"['Анил Капур', 'Шридеви', 'Нагарджуна Акинени', 'Хира Раджгопал', 'Шакти Капур', 'Тику Талсания', 'Автар Гилл', 'Махавир Шах', 'Шамми', 'Паллави']","В районной больнице из лап смерти вырывают молодую красавицу Ашу. Но у Аши амнезия и она ничего не помнит о своём прошлом, для того, чтобы помочь ей не считать себя неполноценной, доктор уговаривает своего хорошего знакомого Ананда выдать себя за её мужа. Ананд недавно потерял жену и остался на руках с 10-месячным младенцем.Поэтому из больницы Аша возвращается в полноценную семью с мужем и ребенком. Проходит время, молодые люди постепенно притираются друг к другу, но тут даёт о себе знать прошлое Аши.",['Индия']
57000,Развод по-итальянски,"['Драма', 'Мелодрама', 'Комедия']","['Марчелло Мастроянни', 'Даниэла Рокка', 'Стефания Сандрелли', 'Леопольдо Триесте', 'Одоардо Спадаро', 'Маргерита Джирелли', 'Анджела Кардиле', 'Ландо Будзанка', 'Пьетро Торди', 'Уго Торренте', 'Евгений Весник', 'Тамара Носова', 'Ольга Красина', 'Георгий Вицин', 'Владимир Белокуров']","Фердинандо приличный семьянин, ему скоро 40 лет, их брак с Росалией длится уже 12 лет, и вроде бы всё идет своим чередом, но вот беда, он влюбляется в свою юную кузину Анжелу, и девушка отвечает ему взаимностью. Фердинандо решает расстаться с ненавистной  глупой женой, чтобы быть всегда вместе с Анжелой, но как это сделать? Развод в Италии практически невозможен. «Проще убить»,  решает он и, разработав коварный план, герой начинает действовать.",['Италия']
45743,Весенние перевертыши,['Драма'],"['Роман Мадянов', 'Лариса Малеванная', 'Николай Пеньков', 'Лев Дуров', 'Николай Гринько', 'Дмитрий Зарубин', 'Виктор Краславский', 'Леонид Лейкин', 'Владимир Юрьев']","Тринадцатилетний Дюшка живет в леспромхозе. Однажды юный герой заметил необыкновенное сходство соседки Римки с Натальей Гончаровой  и сразу наступила весна, потекли ручьи, небо очистилось от беспросветных туч, люди стали добрее.Только хулиган Санька с тусклыми болотными глазами по-прежнему делал всякие пакости. И Дюшка решил просветить взрослых о существующем зле.",['СССР']
79639,Нибелунги: Месть Кримхильды,"['Фэнтези', 'Драма', 'Приключения']","['Маргарете Шён', 'Гертруда Арнольд', 'Теодор Лоос', 'Ганс Карл Мюллер', 'Эрвин Бисвангер', 'Бернхард Гёцке', 'Ганс Адалберт Шлеттов', 'Харди фон Франсуа', 'Юрий Юровский', 'Ирис Робертс']",Немой художественный фильм Фрица Ланга по мотивам средневековой германской эпической поэмы «Песнь о Нибелунгах».,['Германия']
61102,Чудесный лес,"['Мультфильм', 'Мюзикл', 'Фэнтези', 'Приключения', 'Семейный']","['Иосип Маротти', 'Вили Матула', 'Любо Капор', 'Эмиль Глад', 'Иво Рогулья', 'Хелена Балджан', 'Джурджа Ивезич', 'Свен Ласта', 'Владимир Ковачич', 'Адам Ведерняк']","Заснув под Заколдованным Вязом, художник Питер Палитра обнаруживает при пробуждении, что кисточка его стала волшебной, а сам он теперь понимает язык животных. С этого момента начинаются приключения Питера в Чудесном Лесу, где он сразу становится знаменитостью и находит новых друзей: деловитого бобра, бывшего чемпиона медведя, очаровательную лису, веселых ежат и многих других зверей и птиц. А тем временем злой царь Кактус вовсю строит планы по уничтожению Леса. Узнав о появлении человека, предсказанном в старом Пророчестве, тиран приказывает своему помощнику чародею Палочке избавиться от художника. Питеру и его друзьям предстоит спасти Лес от разрушения, столкнуться с Алебардами  зловещими слугами царя Кактуса, и разгадать главный его секрет.","['Югославия', 'США']"
15183,Причастие,['Драма'],"['Ингрид Тулин', 'Гуннар Бьёрнстранд', 'Гуннель Линдблум', 'Макс фон Сюдов', 'Аллан Эдвалль', 'Кольбьёрн Кнудсен', 'Улоф Тунберг', 'Эльса Эббесен', 'Ларс-Улоф Андерссон', 'Эдди Аксберг']","В одно из промозглых воскресений сельский священник из небольшого прихода выступает с утренней проповедью перед редкими прихожанами. Он болен, терзаем сомнениями и внутренним беспокойством. С потерей любимой жены жизнь пастора потеряла прежний смысл. Ему кажется, что он утратил связь с Богом и это угнетает его. Погруженный в собственные переживания, он не в силах помочь ближним, нуждающимся в его поддержке. Он страдает от отсутствия любви, не замечая рядом женщины, которая его страстно любит.",['Швеция']
12201,Звезда,"['Короткометражка', 'Боевик', 'Комедия']","['Клайв Оуэн', 'Мадонна', 'Майкл Битти', 'Тору Танака мл.', 'ДТефлон', 'Трой Агуайо', 'Christie McNew', 'Вун Янг Парк']","В серии «Звезда» Водителя нанимает разбалованная и неглубокая знаменитость. Одновременно её менеджер в тайне от неё также нанимает Водителя, чтобы её проучить.",['США']
470100,Экстремальные игры в 3D,"['Документальный', 'Спорт']","['Шон Уайт', 'Трэвис Пастрана', 'Рики Кармайкл', 'Дэнни Вэй', 'Боб Бернквист', 'Кайл Лоза', 'Кристос Эндрюс', 'Джейк Браун', 'Брайан Диган', 'Тони Хоук']","Фильм про экстремальные игры, где главными героями становятся всемирно известные сноубордист, мотоциклисты, гонщик, скейтбордисты.",['США']
60285,"Боги, наверное, сошли с ума",['Комедия'],"['Н!ксау', 'Сандра Принслу', 'Мариус Вейерс', 'Лоу  Вервей', 'Майкл Тис', 'Ник Де Ягер', 'Фаньяна Х. Сидумао', 'Джо Сикэтси', 'Брайан О’Шонесси', 'Кен Гампу']","В дикие, девственные леса Африки с небес падает бутылка «Кока-колы». Здесь же обитает по-детски невинное племя бушменов. Вокруг столкновения двух цивилизаций происходит масса комедийных моментов.","['ЮАР', 'Ботсвана']"
44178,Девушка без адреса,"['Мелодрама', 'Комедия']","['Светлана Карпинская', 'Николай Рыбников', 'Эраст Гарин', 'Василий Топорков', 'Юрий Белов', 'Светлана Тарасова', 'Зоя Фёдорова', 'Сергей Филиппов', 'Рина Зеленая', 'Михаил Гаркави', 'Михаил Новохижин']","Забавные приключения молодого строителя Пашки Гусарова начались с того момента, как в поезде он встретил и полюбил Катю. Счастье делает человека беспечным, и на вокзале его ждет множество необычных событий.",['СССР']
400253,Небеса на земле,['Драма'],"['Прити Зинта', 'Гик Грюал', 'Ванш Бхардвай', 'Гитика Шарма', 'Орвилл Масьель', 'Рманджит Каур', 'Балиндер Джоал', 'Раджиндер Сингх Чима', 'Гуррав Сихан', 'Рамона Куллар']","О женщине, родом из Пенджаба, которая, живя на чужбине, продолжает принимать побои молча.",['Канада']
432840,The Doors. When you`re strange,"['Документальный', 'Музыка']","['Джонни Депп', 'Джон Денсмор', 'Робби Кригер', 'Рэй Манзарек', 'Джим Моррисон', 'Pam Courson', 'The Doors', 'Murray Goodman', 'Джими Хендрикс', 'Джим Лэдд']","Первая полнометражная документальная лента о творчестве легендарной американской группы The Doors. В фильм включены никогда ранее не показывавшиеся публике хроникальные материалы о The Doors, отснятые в промежутке между 1965 годом, когда был основан коллектив, и 1971-м, когда перестало биться сердце его лидера.",['США']
431162,Снеговик-почтовик,"['Мультфильм', 'Короткометражка']","['Юрий Хржановский', 'Георгий Вицин', 'Александр Щагин', 'Юлия Юльская', 'Алексей Грибов', 'Ростислав Плятт', 'Мария Виноградова', 'Лариса Бухарцева']","О снеговике, который отправился к деду Морозу с письмом от детей с просьбой прислать им ёлку к Новому году.",['СССР']
77640,Каприз,['Мелодрама'],"['Мадхури Диксит', 'Шах Рукх Кхан', 'Тинну Ананд', 'Джонни Левер', 'Калпана Айер', 'Химани Шивпури', 'Судха Чандран', 'Бина', 'Киран Кумар', 'Дипак Тиджори']","Наш фильм  это история женщины, которая борется за справедливость, вопреки всем невзгодам и вопреки самым богатым и могущественным членам общества Главная героиня Шивани работает стюардессой в авиакомпании «ЭЙР ИНДИЯ» Она помолвлена с Ашоком  пилотом этой же авиакомпании.Однажды Шивани попадается на глаза богатому бизнесмену Виджаю Агнихотри, который вдруг стал стараться всеми силами женить Шивани на себе. Во что выльется каприз богача Вы узнаете из фильма, изобилующего самыми различными поворотами сюжета.",['Индия']
42455,Евгений Онегин,"['Драма', 'Музыка']","['Вадим Медведев', 'Ариадна Шенгелая', 'Игорь Озеров', 'Светлана Немоляева', 'Иван Петров', 'Ольга Порудолинская', 'Гликерия Богданова-Чеснокова', 'Яков Родос', 'Владимир Васильев', 'Аркадий Трусов', 'Евгений Кибкало', 'Галина Вишневская', 'Антон Григорьев', 'Лариса Авдеева']",Фильм-опера по одноименному роману в стихах А. С. Пушкина и опере П. И. Чайковского. Болезнь дядюшки вынуждает дворянина Евгения Онегина покинуть Петербург и отправиться к одру больного,['СССР']
17706,"Более странно, чем в раю",['Короткометражка'],,,['США']
493850,Обручальное кольцо,"['Драма', 'Комедия']","['Афаг Баширгызы', 'Валех Каримов', 'Гюльшад Бахшиева', 'Айшад Мамедов', 'Фирангиз Рагимбейли', 'Насир Садыгзаде', 'Рафаэль Дадашев', 'Мухтар Маниев', 'Джахангир Новрузов', 'Ариф Кулиев']","В фильме рассказывается о летних дачных приключениях семей, собравшихся из разных слоев общества. Они очень разные, и в каждой семье есть свой взгляд на мир.",['СССР']
794605,Желание,"['Драма', 'Криминал']","['Соль Гён-гу', 'Ом Джи-вон', 'Ли Рэ', 'Ким Хэ-сук', 'Ким Сан-хо', 'Ра Ми-ран', 'Ян Джин-сон', 'Ким Джин-хёк', 'Чон Мин-сон', 'Чо Бон-нэ']","Однажды дождливым утром ученица начальных классов Со-вон отправляется в школу рядом с домом. Она должна была идти вместе с другом, но тот побежал с мальчишками. Отец девочки работает на местной фабрике, а мама управляет магазином канцтоваров, расположенным под домом. Через несколько часов после ухода дочери отец получает звонок из полиции  Со-вон изнасиловали, девочка в больнице в тяжёлом состоянии.",['Корея Южная']
148528,Погоня за Бенджи,"['Приключения', 'Семейный']","['Бенджи', 'Фрэнк Инн', 'Red Steagall', 'Нэнси Френсис', 'Джо Кэмп', 'Steve Zanolini', 'Майк Френсис', 'Бен Вон', 'Карен Торндайк', 'Guy Hovis', 'Борис Быстров', 'Елена Соловьева', 'Александр Новиков']","Симпатяга-пес Бенджи потерялся. И не где-нибудь, а в лесу. Можно предположить какие приключения ждут там простую дворняжку. Мог ли Бенджи, например, представить себе, что скоро станет «мамой»? Нет.Но остаться равнодушным к маленьким котятам пумы, оставшимся без матери он не смог. В то время, как Бенджи  новоявленная «мамаша»  пытается найти малышам еды, на него самого охотится кровожадный волк",['США']
94231,Молчание,['Драма'],"['Ингрид Тулин', 'Гуннель Линдблум', 'Ёрген Линдстрём', 'Хокан Янберг', 'Биргер Мальмстен', 'Лисси Аланд', 'Карл-Арне Бергман', 'Лейф Форстенберг', 'Эдуардо Гутьеррес', 'Эскиль Каллинг']","Две сестры, ощущающие в своих душах одиночество, пытаются скрасить свою жизнь сексуальными переживаниями. И все это происходит в молчании. Ведь оно «иногда бывает выразительнее всяких речей». А это как раз тот самый случай!",['Швеция']
37303,Приключения Питкина в больнице,['Комедия'],"['Норман Уисдом', 'Эдвард Чэпман', 'Джанетт Стерк', 'Джерри Десмонд', 'Джил Мелфорд', 'Глин Хьюстон', 'Хэйзел Хьюз', 'Пэтси Роулэндс', 'Питер Джонс', 'Эрнест Кларк', 'Георгий Вицин', 'Константин Тыртов', 'Нина Гребешкова', 'Сергей Курилов', 'Светлана Коновалова']","Мистер Гримсдейл  хозяин мясной лавки, в которой работает Мистер Питкин, во время ограбления со страху проглатывает свои карманные часы. Питкин звонит в скорую помощь, и вместе с санитарами приезжает в больницу, где и начинается очередная серия смешных и нелепых приключений Питкина.Его стремление всем угодить, везде успеть, а также стать врачом, приводит к таким последствиям, что образцовая городская больница превращается в сумасшедший дом.",['Великобритания']
32364,Кругосветное путешествие Кота в сапогах,"['Мультфильм', 'Фэнтези', 'Комедия', 'Приключения', 'Семейный']","['Осами Набэ', 'Сатико Тидзимацу', 'Сандзи Хасэ', 'Такудзо Камияма', 'Осаму Като', 'Эйко Масуяма', 'Адо Мизумори', 'Тикао Оцука', 'Исаму Танонака', 'Косэй Томита']","Неутомимый Кот в сапогах вместе со своими друзьями отправляется в новое путешествие  да не какое-нибудь, а вокруг света! Он заключает пари с жадным мистером Грумоном, что ему удастся обогнуть землю всего лишь за 80 дней! На этом пути Коту Перро придется пересечь безводную пустыню и холодные арктические льды, сразиться с быком на корриде и постоянно уходить от преследования хитрых и злобных врагов, всеми силами пытающимися навредить отважному путешественнику",['Япония']
322945,Игра,"['Драма', 'Мелодрама', 'Комедия']","['Сиддхартх', 'Илеана Д’Крус', 'Мунна', 'Джаяпракаш Редди', 'Сунил', 'Abhinayasri', 'Анурадха', 'Рави Бабу', 'Саратх Бабу', 'Брахманандам']","Шрикришна вырос на фильмах, которые смотрел в деревенском кинотеатре, где всю жизнь киномехаником работает его отец, и жизнь для него сплошное кино. Сын богатого чиновника Вики полагает, что всё в этой жизни он может делать безнаказанно. Совершив убийство, он выходит на свободу. Студенты, в том числе и Сатья не хотят, чтобы Вики преступление сошло с рук и устраивают акцию протеста. Однажды Вики встречает Сатью и, узнав её, принимает решение жениться на ней. Сатье удаётся сбежать и она встречается со Шрикришной, который влюбляется в неё с первого взгляда.",['Индия']
97401,Единственный,"['Боевик', 'Мелодрама']","['Махеш Бабу', 'Бхумика Чавла', 'Пракаш Радж', 'Джой Бадлани', 'Чандрамохан', 'Раджан П. Дев', 'Гитха', 'Баби Нихарика', 'Венкатесвара Рао Паручури', 'Мукеш Риши']","Аджай Варма  молодой игрок в Кабадди, который едит в Карнул, чтобы принять участие в состязании. Там он спасает Свапну Редди от Обула Редди, который любит Свапну и хочет жениться на ней против ее желаний. Аджай приводит Свапну к себе домой в Хайдарабад и решает послать ее за границу, чтобы спасти от Обула Редди. Но сюжет меняется, Свапна влюбляется в Аджая, а отец Аджая  полицейский инспектор, находит Свапну. О станутся ли вместе Свапна и Аджай?",['Индия']
45398,Золушка,"['Мюзикл', 'Фэнтези', 'Мелодрама', 'Комедия', 'Семейный']","['Янина Жеймо', 'Алексей Консовский', 'Эраст Гарин', 'Фаина Раневская', 'Елена Юнгер', 'Тамара Сезеневская', 'Василий Меркурьев', 'Александр Румнев', 'Варвара Мясникова', 'Игорь Клименков']","Основа сюжета  старинный сказочный мотив о трудолюбивой Золушке, злой мачехе и ленивых сестрах. Разумеется, Шварцем переработанный и оживленный до уровня комедии, в которой есть и просто юмор, и злая сатира.До сих пор этот нежный и добрый фильм продолжает радовать и удивлять больших и маленьких. А вы попробуйте не удивиться тому, что к вам в гости приходит волшебница со своим очаровательным пажом и мановением волшебной палочки превращает ваше рубище в бальное платье, а ваши опорки в хрустальные башмачки. Попробуйте просто и естественно усесться в золоченую тыкву, запряженную мышами, и в этой карете поехать на бал к королю. Попробуйте, наконец, танцевать со сказочным королем и влюбиться в волшебного принца.",['СССР']
46655,Мистер Икс,"['Мюзикл', 'Мелодрама', 'Комедия']","['Георг Отс', 'Марина Юрасова', 'Анатолий Королькевич', 'Зоя Виноградова', 'Николай Каширский', 'Гликерия Богданова-Чеснокова', 'Григорий Ярон', 'Оскар Линд', 'Георгий Кулбуш', 'Геннадий Худяков', 'Тамара Богданова']","В мире этой благородной дамы циркачей считали за людей третьего сорта, и только подлость одного негодяя, решившего скомпрометировать ее, позволила шуту приблизиться к красавице без маски, но под видом, увы, другого человека, знатного графа.",['СССР']
500548,Горец,"['Фэнтези', 'Боевик', 'Приключения', 'История']","['Руслан Гиоев', 'Дагун Омаев', 'Елена Туменова', 'Жорж Гасинов', 'Анжелика Круглова', 'Бимболат Ватаев', 'Али Марисултанов']","О жизни горцев прошлого века. В опасный, полный приключений путь отправляется юный Ахсар со своим дядей, благородным абреком Джиго",['Россия']
423042,Гадкий утёнок,"['Мультфильм', 'Короткометражка']",,"Утка обнаруживает странное яйцо в своей кладке. И вот из него вылупляется самый гадкий утенок. На птичьем дворе Гадкий Утенок быстро понимает, как тяжело быть не таким, как все остальные. Когда же насмешки и нападки стали совсем невыносимыми, Гадкий Утенок решает спасти свою жизнь бегством. Он оказывается лицом к лицу с тяжелыми испытаниями, но, в конце концов, познает, кто он есть на самом деле",['СССР']
86818,Люби и верь,"['Мелодрама', 'Мюзикл']","['Говинда', 'Мандакини', 'Кадер Кхан', 'Аруна Ирани', 'Ом Шивпури', 'Викас Ананд', 'Анурадха', 'Чандрашекхар', 'Мохан Чоти', 'Джамшид', 'Сергей Свечников', 'Елена Блинникова', 'Владимир Шныпарь', 'Александр Белина', 'Игорь Стариков']","Возвышенная любовь, роковая страсть, мелодичные песни и зажигательные танцы. Молодой, красивый, талантливый герой, мечтающий стать певцом и танцором. И молодая, обворожительная незнакомка, преследующая героя по пятам.",['Индия']
44310,Дубравка,"['Мелодрама', 'Семейный']","['Лина Бракните', 'Ниеле Викирайте', 'Виталий Фадеев', 'К. Усатов', 'Ольга Аникина', 'Георгий Слабиняк', 'Сергей Тихонов', 'Миша Черныш', 'Алла Витрук', 'Рональд Гравис']","Героиня фильма  девочка, которую бабушка ласково называет Дубравкой. Весело и беззаботно она играет в футбол вместе с мальчишками, лазает по деревьям, купается в море. Но вдруг совсем неожиданно, сразу кончается для Дубравки детство, она повзрослела, отошла от сверстников.Ей захотелось чаще быть одной, мечтать и размышлять о жизни, она стала обращать внимание на взрослых женщин, умеющих быть красивыми и желанными. А потом к ней пришла первая любовь, еще не совсем ясная, но принесшая первые волнения, тайные переживания, непонятные предчувствия",['СССР']
