id_kinopoisk,title,genres,actors,description,countries
89514,Рататуй,"['Мультфильм', 'Приключения', 'Комедия', 'Семейный', 'Фэнтези', 'Драма']","['Пэттон Освальт', 'Иэн Холм', 'Лу Романо', 'Брайан Деннехи', 'Питер Сон', 'Питер О’Тул', 'Брэд Гэррет', 'Джанин Гарофало', 'Уилл Арнетт', 'Джулиус Каллахан', 'Сергей Бурунов', 'Владимир Зайцев', 'Михаил Крылов', 'Сергей Гармаш', 'Игорь Письменный']","Крыс Реми обладает уникальным вкусом. Он готов рисковать собственной жизнью, чтобы посмотреть любимое кулинарное шоу и раздобыть какую-нибудь приправку или просто свежий продукт. Реми живет со своими сородичами, которые его не понимают и не принимают его увлечения кулинарией. Когда Реми случайно попадает на кухню шикарного ресторана, он решает воспользоваться выпавшим ему шансом и проверить свои навыки. На эту же кухню попадает и юный Лингвини. Всё, на что он может расчитывать  это должность уборщика. Но он тоже получает свой шанс",['США']
86566,Август Раш,"['Драма', 'Музыка']","['Фредди Хаймор', 'Робин Уильямс', 'Кери Рассел', 'Джонатан Риз Майерс', 'Терренс Ховард', 'Уильям Сэдлер', 'Мэриэн Селдес', 'Майкелти Уильямсон', 'Леон Дж. Томас III', 'Аарон Стэтон']","Молодой харизматичный ирландский гитарист и американская виолончелистка из престижной семьи полюбили друг друга. После волшебной встречи в Нью-Йорке обстоятельства оказываются сильнее их, и они вынуждены расстаться. Родившийся ребёнок, Август Раш, по столь же несчастливому стечению обстоятельств оказывается в одном из нью-йоркских приютов.Двенадцать лет спустя Август Раш, необыкновенно талантливый для своего возраста музыкант, отчаянно стремится найти своих родителей. Единственной возможностью для этого он считает свою музыку  юный музыкант верит, что если он будет играть, его родители смогут узнать и найти его по музыке. Теперь, опекаемый загадочным незнакомцем, он играет на улицах Нью-Йорка и пытается найти родителей, которых никогда не видел, с помощью своего исключительного музыкального дара.",['США']
77163,Амаркорд,"['Драма', 'Комедия']","['Пупелла Маджио', 'Армандо Бранча', 'Магали Ноэль', 'Чиччо Инграссия', 'Нандо Орфеи', 'Луиджи Росси', 'Бруно Дзанин', 'Джанфилиппо Каркано', 'Жозиан Танцилли', 'Мария Антониетта Белуцци']","Элегантная синьора в красном  объект всеобщего вожделения и восхищения. Пышногрудая хозяйка табачной лавки, царящая в фантазиях мальчиков-подростков.Эти и многие другие замечательные эпизоды воскрешают в памяти легендарного мастера кино и оживают на экране, чтобы показать нам призрачный мир прошлого глазами взрослеющего пятнадцатилетнего подростка.«Амаркорд» на романьольском диалекте курортного городка Римини, где вырос Феллини, означает «Я вспоминаю». Действие этой ностальгической картины происходит в итальянской провинции в 30-х годах XX века во времена фашистской диктатуры Муссолини.Гормоны бурлят в юных телах подростков. Семья, церковь и дружба  незыблемые основы быта и жизни горожан. На улицах развешаны гигантские портреты великого «дуче». Секс царит на каждом углу. И жизнь, которую демонстрируют в местном кинотеатре, принимается за эталон реальной жизни.","['Италия', 'Франция']"
77132,Мемуары гейши,"['Драма', 'Мелодрама']","['Чжан Цзыи', 'Мишель Йео', 'Гун Ли', 'Кэн Ватанабэ', 'Каори Момои', 'Юки Кудо', 'Судзука Ого', 'Кодзи Якусё', 'Кэри-Хироюки Тагава', 'Мако', 'Жанна Никонова', 'Ольга Плетнёва', 'Лариса Некипелова', 'Александр Рахленко', 'Наталья Гурзо']","Маленькую прелестную девочку из бедной японской семьи отдают в услужение в дом гейш. С годами красавица расцветает и познает все таинства этой профессии. Самые влиятельные мужчины становятся пленниками знаменитой гейши по имени Сайюри, достигшей совершенства в своем искусстве.Но в сердце Сайюри теплится любовь к тому, над которым ее чары не властны.","['США', 'Япония']"
77531,Тренер Картер,"['Биография', 'Спорт', 'Драма']","['Сэмюэл Л. Джексон', 'Роб Браун', 'Роберт Ричард', 'Рик Гонсалес', 'Нана Гбивонио', 'Энтвон Тэннер', 'Ченнинг Татум', 'Ашанти', 'Тексас Бэттл', 'Дениз Дауз']","Фильм основан на реальной истории, происшедшей в 1999 году в Ричмонде, штат Калифорния. Тренер школьной команды по баскетболу Кен Картер принял в середине сезона беспрецедентное решение, запретив игрокам, не испытавшим еще ни одного поражения, выходить на площадку из-за низкой успеваемости в школе. В итоге команда пропустила две игры в чемпионате, а юным баскетболистам был закрыт доступ в спортзал до тех пор, пока они не стали хорошо учиться. Поступок Картера вызвал одновременно и одобрение, и резкую критику со стороны родителей игроков и школьного руководства. Среди членов команды был и сын тренера, поступивший впоследствии в престижное учебное заведение.","['США', 'Германия']"
77444,Хулиганы,"['Драма', 'Криминал', 'Военный', 'Спорт']","['Элайджа Вуд', 'Чарли Ханнэм', 'Клэр Форлани', 'Марк Уоррен', 'Лео Грегори', 'Джофф Белл', 'Киран Бью', 'Генри Гудман', 'Кристофер Хехир', 'Теренс Джей']","Студент факультета журналистики Мэтт Бакнер отчислен из Гарварда за преступление, которого не совершал. Его многообещающая карьера пошла коту под хвост, его будущее туманно. В поисках убежища молодой человек бежит в Лондон к своей замужней сестре Шэннон. Её муж знакомит Мэтта со своим младшим братом Питом. Сдружившись с Питом, Мэтт открывает для себя мир футбола. Здесь он находит новых друзей, новые неприятности и оказывается в компании безумных футбольных фанатов, готовых на алтарь своей страсти бросить любую жертву.","['США', 'Великобритания']"
78163,Игра Джери,"['Мультфильм', 'Короткометражка', 'Семейный']",['Боб Питерсон'],"Действие фильма начинается в пустом осеннем парке. Джери, одинокий старичок, который из-за отсутствия соперников начинает играть в шахматы сам с собой. Создаётся впечатление, что в шахматы играют два совершенно разных человека. Джери, играющий белыми, отличается от своего «оппонента», играющего чёрными. Джери, играющий белыми, кроткий и нерешительный, носящий очки, а Джери, играющий чёрными,  нахальный и самоуверенный холерик.",['США']
43911,Солярис,"['Фантастика', 'Драма', 'Детектив']","['Наталья Бондарчук', 'Донатас Банионис', 'Юри Ярвет', 'Владислав Дворжецкий', 'Николай Гринько', 'Анатолий Солоницын', 'Ольга Барнет', 'Виталик Кердимун', 'Ольга Кизилова', 'Татьяна Малых', 'Владимир Заманский', 'Владимир Татосов']","На космическую станцию, сотрудники которой давно и тщетно пытаются сладить с загадкой планеты Солярис, полностью покрытой Океаном, прибывает новый учёный, психолог Крис Кельвин. Его задача  разобраться в странных сообщениях, поступающих со станции и закрыть её вместе со всей бесплодной «соляристикой». Поначалу ему кажется, что немногие уцелевшие на станции ученые сошли с ума, а потом он и сам становится жертвой жуткого наваждения: ему является его жена Хари, некоторое время назад покончившая с собой.",['СССР']
57004,Игрушка,"['Драма', 'Комедия']","['Пьер Ришар', 'Мишель Буке', 'Фабрис Греко', 'Жак Франсуа', 'Даниэль Секкальди', 'Шарль Жерар', 'Мишель Омон', 'Сьюзи Дайсон', 'Жерар Жюньо', 'Мишель Робен', 'Всеволод Ларионов', 'Борис Иванов', 'Александра Назарова', 'Александр Белявский', 'Николай Граббе']","Незадачливый сотрудник редакции Франсуа, опасаясь потерять работу, соглашается на экстравагантное предложение своего босса и становится живой игрушкой для его капризного избалованного сына. Этот ребёнок, ни в чем не знающий отказа, испробовал все виды развлечений, и вот теперь с надменной радостью манипулирует взрослым мужчиной, вынужденным играть роль домашнего клоуна. Но постепенно между мальчиком и его «игрушкой» возникают доверительные отношения.",['Франция']
49541,Император Ашока,"['Боевик', 'Драма', 'Мелодрама', 'Военный', 'Биография', 'История']","['Шах Рукх Кхан', 'Карина Капур', 'Дэнни Дензонгпа', 'Рахул Дев', 'Ришита Бхатт', 'Джерсон Да Кунья', 'Субхашини Али', 'Умеш Мера', 'Сурадж Баладжи', 'Джонни Левер']","Принц Ашока еще ребенком получил в руки меч, про который говорили, что это не меч, а настоящий дьявол, не различающий врагов и друзей. Вырос наследник престола на удивление мирным и покладистым, да настолько, что по просьбе матери отправился путешествовать под видом простолюдина.В странствиях он влюбляется в скрывающуюся от врагов принцессу соседнего царства Калинга  Каурваки. Но когда Ашоку вновь призывают к трону, за который надо еще побороться с алчными до власти братьями, советник Каурваки убеждает принца в том, что прекрасной воительницы больше нетАшока женится на другой, топит трон в крови братьев и решает завоевать Калингу. А виной всему  кровожадный меч. Осатаневший правитель Магадхской империи побеждает, но прозрение неизбежно, ведь Каурваки еще жива",['Индия']
32371,Ва-банк,"['Комедия', 'Криминал']","['Ян Махульский', 'Леонард Петрашак', 'Витольд Пыркош', 'Эва Шикульска', 'Кшиштоф Кершновский', 'Здзислав Кузьняр', 'Юзеф Пара', 'Эльжбета Зайонцувна', 'Яцек Хмельник', 'Зофиа Харевич']","Знаменитый медвежатник Квинто, выйдя из тюрьмы, решил завязать. Но известие о смерти друга круто меняет его планы. Он решает «взять» банк Крамера. И, конечно, берет. Изящно, весело и закручено!",['Польша']
46792,Три плюс два,"['Мелодрама', 'Комедия']","['Наталья Кустинская', 'Наталья Фатеева', 'Андрей Миронов', 'Евгений Жариков', 'Геннадий Нилов', 'Бэзил Рэтбоун']","Трое друзей из Москвы живут «дикарями» в замечательном месте с песчаным пляжем, пресной водой, тенью и дровами у самого моря. Отдыхают.Внезапно приезжают две незнакомки и заявляют, что это их старое место. Более того, они доказывают свое первенство, выкопав бутылку с письмом. Но уезжать ребята отказываются. Дамы же от своего места отказываться тоже не собираются и ставят палатку.Начинается тихая война, перерастающая со временем в любовь. Один из тех фильмов, которые можно пересматривать не один раз.",['СССР']
10119,Холм,"['Драма', 'Военный']","['Шон Коннери', 'Гарри Эндрюс', 'Иэн Бэннен', 'Альфред Линч', 'Осси Дэвис', 'Рой Киннер', 'Джек Уотсон', 'Иэн Хендри', 'Майкл Редгрейв', 'Норман Бёрд']","Действие ленты разворачивается в британском дисциплинарном лагере, затерявшемся в африканской пустыне во времена Второй мировой войны.",['Великобритания']
16115,За бортом,"['Мелодрама', 'Комедия']","['Голди Хоун', 'Курт Рассел', 'Эдвард Херрманн', 'Кэтрин Хелмонд', 'Майкл Дж. Хэгерти', 'Родди МакДауэлл', 'Джэред Раштон', 'Джеффри Уайзман', 'Брайан Прайс', 'Джэми Вайлд']","Джоанна Стэйтон  молодая, красивая, но высокомерная и взбалмошная миллиардерша, владелица роскошной яхты. Когда судно останавливается для ремонта в небольшом городке, она нанимает плотника Дина Проффитта, чтобы тот произвёл некоторые переделки в её гардеробной. Однако вместо платы за работу Дин буквально вылетает за борт  ведь Джоанна всегда и всем недовольна. Выйдя ночью на палубу, Джоанна падает за борт, никто этого не замечает, и яхта уплывает. Позже её спасают, но она полностью теряет память. Дин осуществляет план мести: забирает Джоанну из больницы, переименовывает её в Энни и объявляет своей женой и матерью своих четверых непослушных сыновей.",['США']
6039,Маска,"['Комедия', 'Фэнтези', 'Криминал']","['Джим Керри', 'Кэмерон Диаз', 'Питер Ригерт', 'Питер Грин', 'Эми Ясбек', 'Ричард Джени', 'Орестес Матасена', 'Тим Бэгли', 'Нэнси Фиш', 'Джонни Уильямс']","Скромный, застенчивый служащий банка закомплексован настолько, что чувствует себя неуверенно с красивыми девушками. Волею судьбы к нему попадает волшебная маска, и Стенли Ипкис приобретает способность превращаться в неуязвимое мультяшное существо из забавных комиксов. 

Он становится супергероем, готовым бороться с преступностью, как Бэтмен. Итак, днем он по-прежнему скромный и незадачливый служащий, а по ночам  супермен",['США']
6462,Рокки,"['Драма', 'Спорт']","['Сильвестр Сталлоне', 'Талия Шайр', 'Берт Янг', 'Карл Уэзерс', 'Бёрджесс Мередит', 'Тэйер Дэвид', 'Джо Спинелл', 'Джимми Гамбина', 'Билл Болдуин ст.', 'Аль Сильвани']","Кто такой Рокки Бальбоа?  это человек легенда, застенчивый, но чрезвычайно упрямый и талантливый боксер, который не щадил себя и поднялся с самого дна на вершину славы.Своим обаянием он завоевывает сердца миллионов, а кровавыми поединками шокирует даже профессионалов. Он изматывает себя изнурительными тренировками и мечтает о поясе чемпиона мира. Как бультерьер он набрасывается на своих противников, какими бы опасными они ни были.Ему наплевать, что его лицо превращается в кровавое месиво, он всегда идет до самого конца, и кажется, что он скорее умрет, чем покажет свою слабость.",['США']
19382,Меч в камне,"['Мультфильм', 'Мюзикл', 'Фэнтези', 'Комедия', 'Приключения', 'Семейный']","['Себастьян Кабот', 'Карл Свенсон', 'Рикки Соренсен', 'Джуниос Мэтьюз', 'Джинни Тайлер', 'Марта Вентуорф', 'Норман Элден', 'Алан Напье', 'Ричард Рейтерман', 'Роберт Рейтерман', 'Александр Клюквин', 'Александр Леньков', 'Томас Шлеккер', 'Алексей Колган', 'Людмила Гнилова']","В стародавние времена в центре Лондона появился громадный камень с замурованным в нем старинным мечом. Золотая надпись на мече гласила, что королем Англии станет тот, кто вытащит этот заколдованный меч, доказав тем самым свою особую силу и право на власть. Пока это не удавалось никому. А между тем в далекой лесной глуши жил себе 11-летний мальчик Артур, прислуживал в замке и даже не подозревал, что именно ему предначертано в будущем стать великим королем. Но это предвидел живший неподалеку волшебник Мерлин. Он и его ученый филин Архимед стали наставниками парнишки, подвергнув своего юного воспитанника всевозможным испытаниям. Его поочередно превращали в животных трех разных стихий  рыбу, белку и птицу, чтобы мог он познать правду жизни во всех ее проявлениях и понять, что не в мышцах, а в мудрости и знании и есть настоящая сила человека.",['США']
26481,Истина,['Драма'],"['Брижит Бардо', 'Поль Мёрисс', 'Шарль Ванель', 'Сами Фре', 'Мари-Жозе Нат', 'Жан-Луп Рейнолд', 'Андре Умански', 'Клод Берри', 'Жак Перрен', 'Барбара Соммерс']","Приехавшая из провинции Доменик быстро развращается, теряет иллюзии и вскоре опускается на самое дно. Однако внутренне она стремится к чистой любви. Увы, любовь, о которой она так мечтала, терпит крах. Возлюбленный отказывается от Доменик, оскорбляет и унижает ее. В порыве гнева и отчаяния Доменик убивает его и оказывается в тюремной камере","['Франция', 'Италия']"
19576,Чип и Дейл,"['Мультфильм', 'Короткометражка', 'Комедия', 'Семейный']","['Десси Флинн', 'Джеймс МакДональд', 'Кларенс Нэш']","Чип и Дейл  самые большие шалуны, которых когда-либо создавала студия Дисней. Эти милые и очаровательные бурундучки вечно попадают в неприятности.",['США']
507,Терминатор,"['Фантастика', 'Боевик', 'Триллер']","['Арнольд Шварценеггер', 'Майкл Бин', 'Линда Хэмилтон', 'Пол Уинфилд', 'Лэнс Хенриксен', 'Рик Россович', 'Бесс Мотта', 'Эрл Боэн', 'Дик Миллер', 'Шон Шеппс', 'Александр Груздев', 'Евгений Паперный', 'Владислав Пупков', 'Сергей Быстрицкий', 'Елена Чебатуркина']","История противостояния солдата Кайла Риза и киборга-терминатора, прибывших в 1984-й год из пост-апокалиптического будущего, где миром правят машины-убийцы, а человечество находится на грани вымирания. Цель киборга: убить девушку по имени Сара Коннор, чей ещё нерождённый сын к 2029 году выиграет войну человечества с машинами. Цель Риза: спасти Сару и остановить Терминатора любой ценой.","['Великобритания', 'США']"
471,Крепкий орешек,"['Боевик', 'Триллер', 'Криминал']","['Брюс Уиллис', 'Алан Рикман', 'Бонни Беделиа', 'Реджинальд ВелДжонсон', 'Пол Глисон', 'Уильям Этертон', 'Харт Бокнер', 'Джеймс Шигета', 'Александр Годунов', 'Роберт Дави', 'Денис Беспалый', 'Андрей Градов', 'Людмила Шувалова', 'Олег Куценко', 'Андрей Казанцев']","В суперсовременном небоскребе Лос-Анджелеса полицейский Джон Макклейн ведет смертельную схватку с бандой политических террористов, взявших в заложники два десятка человек, в число которых попадает и его жена. Началось все с того, что парень приехал в город к жене, оказался на рождественском приеме, а кончилось настоящей войной",['США']
468,Взвод,"['Военный', 'История', 'Драма']","['Чарли Шин', 'Том Беренджер', 'Уиллем Дефо', 'Форест Уитакер', 'Франческо Куинн', 'Кит Дэвид', 'Кевин Диллон', 'Джон К. МакГинли', 'Корки Форд', 'Кори Гловер', 'Вадим Курков', 'Владимир Конкин', 'Сергей Чекан', 'Василий Куприянов', 'Дмитрий Полонский']","В сентябре 1967 года куда-то в приграничный район между Вьетнамом и Камбоджей прибыл рядовой 25-го пехотного полка Крис Тэйлор. Прибыл, чтобы своими глазами увидеть, как выглядит подлинный ад. Не потусторонний, вымышленный, сочинённый писателями или художниками, а натуральный, вполне земной ад, на территории которого схлестнулись друг с другом сержант Боб Барнс и сержант Илайес Гродин. Они тоже думали, что будут воевать с партизанами-вьетконговцами, но оказалось, что иногда приходится драться со своими.","['США', 'Великобритания']"
439,Город Бога,"['Драма', 'Криминал']","['Алешандре Родригис', 'Леандру Фирмину', 'Феллипе Хаагенсен', 'Дуглас Силва', 'Джонатан Хаагенсен', 'Матеус Наштергаэли', 'Сеу Жоржи', 'Жефешандер Суплину', 'Алиси Брага', 'Эмерсон Гомес']","Фильм охватывает события, происходящие на протяжении тридцати лет в так называемом «Городе Бога»  трущобах в бразильском городе Рио-де-Жанейро. Главные герои фильма  парень по кличке «Ракета», балансирующий между честной жизнью и мелкими правонарушениями и его знакомый Дадинью, который с восьми лет начал карьеру гангстера.","['Бразилия', 'Франция']"
406,Чужие,"['Ужасы', 'Фантастика', 'Боевик', 'Триллер', 'Приключения']","['Сигурни Уивер', 'Майкл Бин', 'Кэрри Хенн', 'Пол Райзер', 'Лэнс Хенриксен', 'Билл Пэкстон', 'Уильям Хоуп', 'Дженетт Голдстин', 'Эл Мэтьюз', 'Марк Ролстон', 'Ольга Зубкова', 'Татьяна Антонова', 'Александр Коврижных', 'Анастасия Гиренкова', 'Евгений Вальц']","Чужой  совершенный организм. Идеальная машина для убийства, чье физическое превосходство сочетается с его феноменальной жаждой уничтожения. Офицер Элен Рипли и команда космического корабля Ностромо один раз уже встретилась с такой тварью. В живых осталась только Элен.Капсула с Элен найдена спасателями после многих лет блуждания в космосе. Ей сообщают, что планета L.V. 426 колонизирована, и ей придется вернуться туда, где начался ее кошмар, ибо связь с колонистами прервалась. И вот в составе группы космического десанта Рипли отправляется на проклятую планету. Но теперь их там поджидает не один Чужой, а тысячи. Кто сможет выжить в этой войне: чудовища, способные только убивать, или люди, способные мыслить?","['США', 'Великобритания']"
2119,Цирк,"['Мелодрама', 'Комедия']","['Чарльз Чаплин', 'Мерна Кеннеди', 'Аль Эрнест Гарсиа', 'Гарри Крокер', 'Джордж Дэвис', 'Генри Бергман', 'Тайни Сэндфорд', 'Джон Рэнд', 'Стив Мерфи', 'Альберт Остин']",Грустная комедия о приключениях Чарли в составе гастролирующего цирка.,['США']
8905,Два брата,"['Драма', 'Приключения', 'Семейный']","['Гай Пирс', 'Жан-Клод Дрейфус', 'Фредди Хаймор', 'Оань Нгуен', 'Филиппин Леруа-Больё', 'Мусса Мааскри', 'Винсент Скарито', 'Май Ань Ле', 'Сритао', 'Стефани Лагард', 'Всеволод Кузнецов', 'Алексей Колган', 'Любовь Германова', 'Олег Куценко', 'Игорь Тарадайкин']","История двух тигрят, которые были разлучены людьми и по прошествии многих лет превращены в бойцовых тигров, которых приучили сражаться и убивать. Однажды жестокий владелец сводит их вместе на арене","['Франция', 'Великобритания']"
4914,Ураган,"['Драма', 'Биография', 'Спорт']","['Дензел Вашингтон', 'Виселос Реон Шеннон', 'Дебора Кара Ангер', 'Лив Шрайбер', 'Джон Ханна', 'Дэн Хедайя', 'Дебби Морган', 'Клэнси Браун', 'Дэвид Пэймер', 'Харрис Юлин']",Фильм основан на реальных фактах из жизни боксера Рубина Картера по прозвищу «Ураган»  главного претендента на чемпионский титул в среднем весе в июне 1966 года. После убийства трех человек в одном из баров Нью-Джерси его обвинили в этом страшном преступлении и приговорили к трем пожизненным тюремным срокам.,['США']
8231,Золушка,"['Мультфильм', 'Мюзикл', 'Фэнтези', 'Мелодрама', 'Семейный']","['Илен Вудс', 'Элеонор Одли', 'Верна Фелтон', 'Клер Дю Бри', 'Рода Уильямс', 'Джеймс МакДональд', 'Хелен Стэнли', 'Луис Ван Рутен', 'Дон Барклай', 'Люсиль Блисс', 'Елена Галицкая', 'Татьяна Родионова', 'Маргарита Струнова', 'Светлана Харлап', 'Наталья Ромашенко']","Золушка  бедная сиротка, которую злая мачеха и ее вздорные дочки заставляют тяжко работать с утра до ночи. Она так хочет попасть на королевский бал. На помощь бедняжке приходит Добрая фея! Силой волшебства она наделяет Золушку роскошной каретой, чудесным платьем и необыкновенными хрустальными башмачками.",['США']
723,Планета Ка-Пэкс,"['Фантастика', 'Драма']","['Кевин Спейси', 'Джефф Бриджес', 'Мэри МакКормак', 'Элфри Вудард', 'Дэвид Патрик Келли', 'Сол Уильямс', 'Питер Герети', 'Селия Уэстон', 'Аджай Найду', 'Трэйси Вилар']","В Манхэттенский психиатрический институт привозят странного человека в черных очках. Он зовет себя Протом и утверждает, что его родина  далекая планета Ка-Пэкс, откуда он мгновенно перенесся на Землю в луче света. Несмотря на все усилия, опытному доктору Пауэллу не удается разгадать загадку таинственного пациента, который охотно и весьма убедительно доказывает всем свое внеземное происхождение и заранее назначает дату своего возвращения на Ка-Пэкс. 

Вскоре Марка Пауэлла, так и не сумевшего приоткрыть тайну личности своего самого удивительного подопечного, начинает тревожить невероятная, но навязчивая мысль: может быть, Прот вовсе не сумасшедший и в его словах есть доля правды","['Германия', 'США']"
1996,Грязные танцы,"['Драма', 'Мелодрама', 'Музыка']","['Дженнифер Грей', 'Патрик Суэйзи', 'Джерри Орбак', 'Синтия Роудс', 'Джек Уэстон', 'Джейн Брукер', 'Келли Бишоп', 'Лонни Прайс', 'Макс Кэнтор', 'Чарльз ’Хони’ Коулз']","Лето 1963 года. 17-летняя Фрэнсис по прозвищу Бэби, невинная избалованная девушка из обеспеченной семьи, проводит каникулы с родителями в курортном отеле. Она знакомится с Джонни, красивым профессиональным танцором, искушенным в вопросах жизни и любви.Словно околдованная сексуальными ритмами и ничем не сдерживаемыми движениями «грязных танцев» в стиле ритм-энд-блюз, Бэби становится ученицей-партнершей Джонни  и в танцах, и в любви.",['США']
571,Схватка,"['Триллер', 'Драма', 'Криминал']","['Аль Пачино', 'Роберт Де Ниро', 'Вэл Килмер', 'Том Сайзмор', 'Эми Бреннеман', 'Джон Войт', 'Дайан Венора', 'Эшли Джадд', 'Майкелти Уильямсон', 'Уэс Стьюди', 'Виталий Дорошенко', 'Евгений Паперный', 'Владислав Пупков', 'Валентина Гришокина', 'Людмила Логийко']",Нил МакКоли  один из лучших преступников Лос-Анджелеса. Ему противостоит лучший детектив Винсент Ханна. Две сильнейшие команды сходятся друг против друга в смертельной схватке.,['США']
1949,Мачеха,"['Драма', 'Комедия']","['Джулия Робертс', 'Сьюзен Сарандон', 'Эд Харрис', 'Джена Мэлоун', 'Лиам Эйкен', 'Линн Уитфилд', 'Даррел Ларсон', 'Мэри Луиза Уилсон', 'Андре Б. Блейк', 'Джек Эгил', 'Светлана Шейченко', 'Галина Чигинская', 'Владимир Летенков', 'Игорь Семенов', 'Вадим Гущин']","Семейные узы настолько тесно сближают людей, что рано или поздно кто-то оказывается лишним. И в жизни двенадцатилетней Анны и шестилетнего Бена появилась Изабель, любовница их разведенного отца. Она делает все возможное, чтобы завоевать любовь чужих детей. Но Джеки, их настоящая мать, использует весь свой авторитет и влияние, чтобы этого не допустить.Голос крови оказывается сильнее доброты и обаяния Изабель. Она хотела стать для Анны и Бена искренним другом, но так и осталась мачехой. Однако в тот момент, когда Джеки добилась желаемого, неожиданно выясняется, что она смертельно больна. И вот Изабель, с которой заботливая мать не мыслила жизни своих детей, оказывается тем единственным человеком, без которого их жизнь немыслима",['США']
341,Амели,"['Мелодрама', 'Комедия']","['Одри Тоту', 'Матьё Кассовиц', 'Рюфюс', 'Лорелла Кравотта', 'Серж Мерлен', 'Жамель Деббуз', 'Клотильд Молле', 'Клер Морье', 'Изабель Нанти', 'Доминик Пинон', 'Александра Фатхи', 'Евгений Иванов', 'Юрий Лазарев', 'Борис Улитин', 'Андрей Матвеев']","Знаете ли вы, что все события, происходящие в нашем мире, даже самые незначительные, взаимосвязаны самым удивительным и чудесным образом?Как полет крошечной мухи может вызвать где-то далеко мощный ураган, так и странные и, на первый взгляд, непонятные поступки тихой и одинокой девушки, живущей в мире своих фантазий, могут навсегда изменить жизнь совершенно разных людей, подарив им счастье и раскрасив окружающий мир яркими, головокружительными красками. Эту девушку зовут Амели Пулен.","['Франция', 'Германия']"
3633,Лекарство,['Драма'],"['Брэд Ренфро', 'Джозеф Маццелло', 'Аннабелла Шиорра', 'Дайана Скаруид', 'Аерик Иган', 'Дэльфин Френч', 'Мона Пауэлл', 'Эндрю Бродер', 'Джереми Ховард', 'Розмари Кормэн']","История трогательной дружбы двух подростков, один из которых  одиннадцатилетний Декстер  неизлечимо болен. Однажды, прочитав заметку о докторе, который изобрел уникальное лекарство, Декстер со своим соседом и другом Эриком, тайком от матери, решает отправиться на его поиски в Новый Орлеан. Сбежав из дома, они пускаются вниз по течению реки Миссисипи.",['США']
616,Кокаин,"['Драма', 'Криминал', 'Биография']","['Джонни Депп', 'Пенелопа Крус', 'Франка Потенте', 'Рэйчел Гриффитс', 'Пол Рубенс', 'Хорди Молья', 'Клифф Кёртис', 'Мигель Сандовал', 'Итан Сапли', 'Рэй Лиотта', 'Всеволод Кузнецов', 'Любовь Германова', 'Ольга Голованова', 'Наталья Гурзо', 'Дмитрий Филимонов']","Джордж Джанг, обыкновенный парень из пригорода, решил осуществить американскую мечту своим способом  стать первым американцем, импортирующим кокаин в больших объемах. Он создал себе рынок сбыта, подсадив на кокаин самых знаменитых людей Америки. Вскоре он уже купался в деньгах и роскоши, о которых многие только мечтают. Ему удавалось обводить вокруг пальца не только ФБР, но и страшных колумбийских наркодельцов. Однако настоящий кайф он получал от опасности и риска, нуждаясь в адреналине больше чем в наркотиках.",['США']
